session,barIx,companyId,longTerm,shortTerm,longTermUncertainty,shortTermUncertainty
31,38,3,8,8,2,1
31,45,3,-2,-3,6,4
32,0,0,6,7,3,2
32,13,1,7,5,2,2
32,23,2,2,1,6,5
32,29,0,6,8,2,1
32,32,3,0,0,1,1
32,33,0,0,-1,2,2
32,39,0,-4,-7,4,2
32,39,2,5,3,4,3
32,41,3,2,1,7,5
32,47,3,1,0,7,5
33,15,0,1,1,4,2
33,31,1,3,2,7,5
33,32,2,-2,-2,3,2
33,33,3,-5,-6,3,1
33,36,1,-6,-5,4,2
33,43,0,4,5,2,1
34,4,0,4,2,3,2
34,6,1,-4,-6,5,2
34,10,2,7,6,1,1
34,13,3,6,5,1,1
34,17,1,2,1,2,2
34,27,3,1,0,4,3
34,29,0,-3,-2,3,2
34,36,2,-3,-4,4,2
34,40,1,1,0,6,4
35,3,0,-4,-5,4,2
35,5,1,6,7,2,1
35,9,1,1,2,5,3
35,10,2,0,0,2,1
35,12,1,3,1,4,3
35,17,1,8,8,1,1
35,28,1,4,2,5,3
35,38,2,-2,-6,4,1
36,1,0,7,8,2,1
36,12,1,4,2,5,3
36,16,0,-6,-8,3,1
36,39,1,4,3,4,2
36,40,2,3,1,3,2
36,42,1,4,3,4,2
36,43,0,3,4,2,1
36,43,3,-5,-7,6,2
36,44,2,7,8,2,1
37,6,0,7,6,2,1
37,10,1,0,-1,7,4
37,13,2,0,0,2,1
37,25,1,5,3,4,2
37,26,0,-7,-6,3,2
37,45,3,0,0,2,1
37,48,3,1,-1,6,5
38,2,0,1,0,6,2
38,12,1,-5,-7,4,1
38,15,2,7,6,2,1
38,15,3,4,7,3,1
38,21,1,8,7,2,1
38,25,0,-4,-3,5,3
38,40,0,2,1,7,5
38,45,3,3,1,4,3
38,48,3,1,0,8,5
39,2,0,1,1,6,3
39,4,1,5,4,3,2
39,6,1,7,6,2,1
39,8,1,-5,-4,4,2
39,12,0,-4,-5,3,1
39,13,2,-4,-3,4,2
39,20,3,-3,-5,6,3
39,23,0,2,1,5,3
39,23,0,2,0,7,5
39,26,1,4,2,5,3
39,28,2,-4,-5,4,2
39,32,1,2,0,6,4
39,47,3,0,0,2,1
40,0,0,-4,-6,4,2
40,5,1,0,0,1,1
40,15,2,6,5,2,1
40,16,3,-5,-4,3,2
40,20,3,3,4,2,1
40,23,2,6,5,2,1
40,27,2,-5,-3,3,2
40,31,0,-3,-2,4,2
40,37,2,-4,-3,2,1
40,37,1,0,0,1,1
40,44,3,0,0,1,1
40,48,3,6,5,2,1
41,0,0,6,4,3,2
41,3,1,8,7,2,1
41,8,2,-7,-8,3,1
41,9,2,4,5,3,2
41,15,3,3,6,4,2
41,29,3,5,1,4,3
41,33,3,-4,-3,4,2
41,44,1,-6,-5,3,2
42,6,0,-3,-4,4,2
42,17,1,-5,-6,3,1
42,26,1,0,0,8,8
42,27,2,-3,-4,4,2
42,27,3,7,6,2,1
42,28,2,5,6,2,1
42,28,2,-6,-7,3,1
42,36,3,5,5,2,1
42,42,1,1,0,7,6
42,43,3,4,-1,5,3
43,2,0,-4,-6,4,2
43,2,0,1,0,5,3
43,12,1,1,0,7,5
43,19,0,-3,-5,3,1
43,25,0,5,3,3,2
43,32,0,2,0,6,4
44,5,0,-6,-7,3,1
44,7,1,1,0,6,4
44,10,2,0,0,2,1
44,19,0,-4,-3,5,3
44,28,2,6,5,2,1
44,31,3,3,5,2,1
44,31,0,-4,-3,5,3
44,40,1,-5,-7,4,1
44,43,2,4,2,4,3
44,47,1,0,0,1,1
44,49,1,4,2,4,3
45,1,0,2,0,6,3
45,13,1,0,0,4,2
45,16,1,0,0,4,2
45,19,1,1,-3,5,3
45,23,1,1,-3,5,3
45,33,1,4,5,2,1
45,42,1,3,1,4,2
45,47,0,3,4,3,1
45,47,0,-2,-4,4,2
45,48,2,-3,-5,3,1
46,15,0,0,0,8,5
46,24,1,6,3,3,2
46,26,0,-5,-6,4,2
46,38,2,0,0,7,5
46,43,1,4,5,2,1
46,49,1,1,0,6,4
47,6,0,5,2,3,2
47,8,0,-3,-6,4,1
47,25,1,-3,-5,4,1
47,27,0,7,6,2,1
47,35,2,1,0,8,5
47,36,1,-5,-4,4,2
47,39,3,4,5,2,1
47,45,3,4,2,5,3
48,14,0,0,-1,6,4
48,15,0,-4,-5,5,3
48,29,1,1,0,5,3
48,31,0,3,1,4,3
48,32,1,-4,-5,5,3
48,33,0,-5,-6,3,2
49,1,0,7,8,2,1
49,4,1,6,7,2,1
49,8,1,7,8,2,1
49,12,1,1,0,5,4
49,15,2,-5,-7,4,1
49,24,1,2,-1,5,3
49,27,3,2,0,6,5
49,27,2,5,2,4,3
49,31,1,6,7,3,1
49,38,2,0,0,2,1
49,40,2,-6,-4,3,2
49,47,2,5,6,2,1
49,49,0,1,1,5,4
50,0,0,-4,-5,4,2
50,1,1,6,5,2,1
50,2,0,6,5,2,1
50,7,1,-3,-6,3,1
50,13,2,-2,-4,4,2
50,13,3,4,5,2,1
50,22,0,0,-1,6,3
50,24,0,0,-1,5,4
50,31,2,3,2,5,3
50,32,0,3,2,5,3
50,45,0,1,0,4,2
50,48,3,-2,-4,4,2
51,2,0,1,2,8,6
51,17,1,7,8,2,1
51,30,2,-5,-6,5,3
51,40,0,2,1,7,5
51,47,3,6,4,3,2
52,4,0,6,7,2,1
52,4,1,-6,-7,3,2
52,12,2,7,8,2,1
52,20,3,-4,-6,5,2
52,22,1,0,0,8,5
52,26,3,0,0,1,1
52,30,2,7,8,2,1
52,34,0,-3,-7,4,1
52,35,1,0,-1,7,5
52,36,3,1,0,3,2
52,39,0,7,5,3,2
52,39,1,1,1,6,4
52,44,2,0,0,8,5
53,0,0,0,0,7,5
53,3,0,8,7,2,1
53,6,0,-1,-1,7,5
53,11,1,4,1,5,4
53,13,1,8,7,2,1
53,21,2,-5,-6,6,3
53,23,2,0,0,2,2
53,28,1,-1,-1,6,4
53,28,0,0,0,3,2
53,30,0,3,3,2,1
53,44,0,6,4,2,2
54,6,0,4,5,2,1
54,8,1,-4,-5,3,1
54,10,2,6,4,4,3
54,12,1,3,-1,4,3
54,14,0,1,1,5,3
54,25,2,7,6,1,1
54,26,0,0,0,1,1
54,32,3,-2,-3,6,4
54,41,2,1,0,5,3
54,41,2,1,0,7,4
54,44,2,6,5,1,1
54,44,1,5,6,2,1
54,46,3,1,0,4,2
54,49,1,-5,-7,5,2
55,10,0,4,6,2,1
55,24,1,0,0,1,1
55,26,2,3,2,6,4
55,28,3,6,5,3,2
55,31,3,7,5,2,1
55,35,0,0,-1,7,4
55,35,1,-6,-7,3,1
55,40,2,-5,-3,6,4
55,45,0,4,-1,4,2
55,47,1,0,0,1,1
56,0,0,-3,-4,5,2
56,12,0,-3,-4,4,2
56,15,1,-4,-6,3,1
56,16,0,5,4,3,2
56,20,1,-2,-3,5,3
56,28,0,1,0,7,5
56,35,2,0,0,2,1
56,35,0,1,1,4,3
56,38,0,-3,-5,3,1
56,47,0,3,2,5,3
57,1,0,5,3,3,2
57,4,1,0,0,5,4
57,17,2,0,0,3,2
57,22,2,4,1,4,3
57,22,3,0,0,5,4
57,24,3,0,0,1,1
57,26,2,5,2,3,2
57,28,0,4,5,2,1
57,36,3,6,6,2,1
57,38,0,-3,-5,4,2
57,41,1,-1,-2,6,4
57,46,2,2,1,5,3
57,48,3,1,1,4,2
57,49,1,2,1,5,3
58,0,0,4,2,4,6
58,6,0,7,8,2,1
58,8,1,-5,-4,6,3
58,12,2,0,0,1,1
58,12,2,4,5,2,1
58,13,0,3,3,2,2
58,29,0,4,2,5,3
58,35,0,7,7,2,1
58,45,3,4,2,5,3
58,46,2,5,5,2,1
59,16,0,-2,-3,8,6
59,23,1,-3,-6,4,2
59,28,2,7,8,2,1
59,32,2,8,8,2,1
59,36,2,4,2,5,3
59,40,3,0,0,7,5
60,7,0,-4,-3,3,2
60,8,1,4,1,4,3
60,15,1,6,5,2,1
60,28,0,3,4,3,1
60,29,2,1,0,7,5
60,35,2,5,4,2,1
60,37,0,1,1,4,2
60,43,3,-5,-4,5,3
60,47,2,4,4,3,1
60,47,0,4,3,3,2
61,15,0,-5,-7,3,1
61,15,0,-7,-9,3,1
61,17,1,5,6,3,2
61,23,0,4,7,3,1
61,28,2,1,1,4,3
61,29,0,-4,-3,4,2
61,31,2,-5,-8,3,1
61,34,3,0,0,6,5
61,42,2,-6,-4,7,4
61,46,3,4,3,5,3
62,3,0,-3,-4,4,2
62,22,1,-5,-3,3,2
62,25,2,0,-1,7,5
62,34,0,5,3,3,2
62,37,3,1,0,6,3
62,47,3,4,5,2,1
62,48,0,1,1,5,3
63,15,0,5,2,4,3
63,21,1,-6,-8,3,1
63,33,1,4,2,5,4
63,34,2,2,-4,6,3
63,47,3,7,6,2,1
63,47,1,-4,-7,5,2
64,1,0,1,1,5,3
64,15,0,-3,-5,6,2
64,19,0,5,4,3,1
64,25,0,2,0,5,6
64,34,1,6,7,2,1
64,38,1,0,-1,7,4
64,38,2,1,0,3,2
64,42,1,3,0,6,4
64,47,3,0,0,2,1
65,11,0,0,0,4,2
65,15,1,7,5,2,1
65,17,2,2,0,6,5
65,19,2,0,0,3,2
65,19,3,0,0,2,1
65,26,2,3,2,2,1
65,28,2,-4,-7,4,1
65,34,0,2,0,3,2
65,40,1,7,5,2,1
65,43,1,8,6,2,1
65,49,3,-5,-3,6,3
65,49,1,-6,-7,3,1
66,3,0,6,7,2,1
66,6,1,7,8,2,1
66,7,2,-6,-7,3,2
66,11,2,4,-1,4,3
66,14,3,-5,-4,4,2
66,14,3,5,6,2,1
66,15,0,-3,-2,6,4
66,21,1,0,0,5,4
66,23,0,0,0,3,2
66,23,2,4,0,5,3
66,26,0,-4,-3,4,2
66,27,2,8,9,2,1
66,27,3,8,9,2,1
66,32,2,2,1,7,5
67,6,0,4,5,2,1
67,7,0,1,1,5,4
67,23,1,0,0,6,5
67,25,0,7,8,1,1
67,25,0,1,0,7,6
67,27,1,-4,-5,5,2
67,36,1,3,1,4,3
67,36,2,4,2,6,4
68,7,0,2,3,2,1
68,11,0,-5,-4,5,3
68,15,1,7,6,1,1
68,29,2,1,1,4,2
68,34,2,3,-1,3,2
68,34,3,5,3,2,2
68,42,1,0,0,6,4
69,5,0,4,2,4,2
69,7,1,5,3,5,3
69,11,2,5,6,2,1
69,14,0,7,8,2,1
69,16,0,6,7,3,1
69,20,0,2,1,7,5
69,25,3,8,9,1,1
69,28,1,-4,-6,4,2
69,31,0,3,1,5,3
69,43,0,-5,-4,6,3
70,2,0,-7,-8,2,1
70,4,1,5,3,4,2
70,17,2,8,7,1,1
70,18,3,1,1,5,3
70,35,2,-6,-7,3,2
70,36,1,2,-2,5,3
70,42,3,8,7,1,1
70,48,2,0,0,6,4
71,3,0,0,0,5,2
71,10,0,6,7,2,1
71,21,0,5,6,2,1
71,22,0,0,0,1,1
71,23,0,3,1,4,3
71,27,1,2,1,5,2
71,29,2,4,3,3,2
71,31,2,2,1,6,4
71,32,1,-4,-5,3,1
71,32,1,-4,-5,3,1
71,49,2,-5,-4,6,3
72,0,0,7,8,2,1
72,1,0,-6,-5,3,2
72,4,1,5,7,3,1
72,16,0,5,6,2,1
72,22,1,2,1,7,5
72,24,1,4,6,3,1
72,26,2,6,5,5,3
72,40,0,6,4,3,2
72,41,3,5,3,4,3
72,48,2,-6,-7,3,1
72,49,3,2,0,6,4
72,49,3,5,7,2,1
73,6,0,2,1,6,4
73,7,1,2,1,3,2
73,9,1,-3,-2,3,2
73,14,0,-4,-6,4,2
73,22,2,0,0,8,6
73,29,2,5,4,2,1
73,30,1,0,0,1,1
73,37,1,3,2,2,1
73,41,3,0,0,1,1
73,41,1,7,6,2,1
73,48,1,-4,-3,7,4
74,5,0,6,5,3,2
74,9,1,8,9,2,1
74,9,0,6,7,2,1
74,17,2,4,2,5,3
74,18,3,-5,-3,7,4
74,19,0,-6,-8,4,2
74,30,1,2,1,3,2
74,40,0,2,0,8,5
74,41,3,4,3,5,3
74,42,0,-7,-6,4,2
75,1,0,-2,-3,6,4
75,2,0,6,7,2,1
75,2,1,-5,-6,3,2
75,8,1,2,1,7,5
75,9,0,4,-1,4,3
75,11,0,-4,-5,5,3
75,12,2,2,1,6,3
75,21,3,6,7,2,1
75,26,0,8,8,1,1
75,33,3,-2,-3,6,4
75,34,3,-6,-8,3,1
75,36,3,-1,-3,3,1
76,1,0,2,1,6,3
76,2,1,7,6,3,2
76,26,1,6,5,3,2
76,27,0,8,7,2,1
76,28,1,6,5,2,1
76,39,2,2,0,5,2
76,44,2,-6,-5,4,2
76,47,2,7,5,3,2
77,1,0,0,0,5,2
77,8,1,-4,-6,4,2
77,10,1,6,5,2,1
77,22,2,7,6,2,1
77,28,3,5,6,3,1
77,32,3,-4,-3,4,2
77,34,1,-6,-5,3,1
77,40,3,2,1,6,3
77,43,0,0,0,8,5
78,2,0,2,1,4,2
78,5,1,3,2,6,4
78,10,2,1,1,5,3
78,12,3,0,-1,5,3
78,14,1,3,1,3,2
78,16,1,0,0,1,1
78,22,1,3,2,6,4
78,30,1,6,5,2,1
78,36,1,-2,-3,3,2
78,40,0,2,1,4,2
78,47,2,2,1,6,4
79,6,0,-3,-6,4,1
79,24,1,4,6,2,1
79,38,1,5,3,5,3
79,39,2,0,1,6,3
80,11,0,5,3,4,2
80,15,0,1,0,3,2
80,20,1,1,1,5,3
80,35,2,-5,-6,4,2
80,35,2,4,2,5,3
80,39,2,-6,-7,3,1
80,43,3,2,0,7,5
80,44,2,7,5,2,1
81,3,0,1,0,4,2
81,12,0,0,0,3,2
81,23,1,4,1,5,4
81,26,2,5,2,3,2
81,27,3,5,2,3,2
81,29,2,-4,-6,4,2
81,30,0,4,2,5,3
81,34,2,0,-1,7,5
81,37,2,2,0,6,4
81,41,3,2,0,3,2
81,43,1,5,4,2,1
81,44,2,0,0,3,2
81,47,3,1,1,5,3
82,4,0,-4,-3,5,3
82,4,1,-5,-4,6,3
82,10,2,0,0,1,1
82,16,1,4,-1,3,2
82,24,0,0,0,1,1
82,31,2,6,5,2,1
82,33,0,-5,-4,3,2
82,37,3,-5,-4,6,3
82,38,2,7,6,1,1
82,42,2,1,0,4,2
82,46,0,5,4,2,1
83,7,0,-3,-5,4,2
83,9,1,4,2,7,5
83,14,2,4,-1,3,2
83,32,0,6,7,2,1
83,33,1,6,7,2,1
83,38,1,2,0,6,4
83,40,2,4,2,4,2
83,40,3,-4,-5,5,3
83,41,3,5,6,2,1
83,45,1,0,-1,7,5
84,2,0,-4,-7,4,1
84,12,1,5,6,2,1
84,19,2,5,6,2,1
84,30,0,3,-2,5,3
84,40,2,4,2,6,3
84,42,3,-3,-5,6,2
84,47,3,6,4,7,3
85,2,0,-4,-6,4,2
85,4,1,2,1,6,3
85,5,2,-5,-4,3,2
85,14,3,7,6,2,1
85,14,0,-5,-4,5,3
85,26,0,4,5,2,1
85,29,3,-4,-6,4,2
85,35,0,6,5,3,1
85,37,1,7,6,2,1
85,41,3,2,0,7,5
85,42,0,2,1,6,3
86,1,0,4,5,3,2
86,2,1,1,2,5,3
86,3,2,7,6,2,1
86,7,0,-5,-4,3,2
86,11,0,-4,-7,4,1
86,27,0,5,2,5,3
86,28,3,0,0,8,6
86,31,3,6,7,3,2
86,32,1,2,1,4,2
86,33,2,4,3,2,1
86,38,2,-4,-3,4,3
86,39,1,-3,-5,5,2
86,40,3,3,4,3,2
87,2,0,5,6,2,1
87,10,1,4,2,4,3
87,14,2,3,1,5,4
87,15,3,5,7,3,1
87,33,0,8,9,1,1
87,35,3,-3,-6,6,2
87,46,2,1,0,3,2
87,47,3,6,5,2,1
87,49,3,2,-1,7,5
88,7,0,3,1,4,3
88,9,1,-2,-5,5,2
88,11,2,6,7,2,1
88,13,0,4,4,3,2
88,16,3,0,-1,7,5
88,20,2,1,0,6,3
88,25,0,4,5,2,1
88,33,1,7,8,2,1
88,42,2,2,0,8,5
89,2,0,-2,-5,4,2
89,4,1,0,0,1,1
89,10,0,3,-1,3,2
89,13,0,-3,-4,5,2
89,17,2,-3,-2,3,2
89,35,0,-5,-6,3,2
89,35,2,-4,-3,4,3
89,38,2,0,0,8,6
89,40,0,1,0,4,2
89,44,0,4,6,2,1
89,45,1,0,0,2,1
89,46,0,1,0,5,2
89,47,2,7,5,2,1
89,47,0,1,0,7,5
90,9,0,6,7,2,1
90,12,1,-4,-5,4,2
90,18,0,2,1,3,2
90,19,2,-3,-2,6,4
90,29,0,-2,-3,3,2
90,34,1,0,0,1,1
90,35,2,1,0,2,1
90,36,1,-3,-4,4,2
90,39,2,1,0,7,5
90,39,3,5,6,2,1
90,40,0,0,0,2,1
90,43,0,-4,-7,5,1
90,47,3,5,5,2,1
90,48,1,6,4,3,2
91,11,0,7,8,2,1
91,17,1,2,1,3,2
91,19,1,3,2,7,5
91,20,2,-6,-7,3,1
91,30,3,1,1,5,3
91,32,1,5,3,4,2
91,34,0,6,7,2,1
91,36,1,-5,-6,4,2
92,7,0,7,8,2,1
92,9,1,-4,-5,4,2
92,18,2,6,7,2,1
92,22,0,-7,-6,3,2
92,23,0,-6,-5,3,2
92,27,1,8,7,2,1
92,30,3,1,0,6,4
92,34,2,6,3,4,3
92,43,2,3,1,3,2
92,46,1,-5,-4,5,3
92,46,1,-4,-5,4,2
93,0,0,2,1,6,4
93,1,1,3,1,4,2
93,3,1,0,0,2,1
93,4,1,-2,-3,5,3
93,10,0,6,5,2,1
93,11,2,-4,-5,3,1
93,12,2,0,0,1,1
93,13,0,5,4,2,1
93,18,2,2,2,2,1
93,20,3,1,0,4,2
93,24,0,-5,-6,4,2
93,26,0,7,6,2,1
93,35,2,1,0,4,2
93,44,3,4,2,5,3
94,11,0,-6,-7,3,1
94,22,1,1,0,6,4
94,46,1,-5,-4,3,2
94,49,2,-1,-1,8,5
95,1,0,0,1,8,5
95,12,1,-4,-3,6,3
95,22,1,3,4,3,1
95,39,2,2,1,7,4
95,45,0,5,4,2,1
95,48,3,3,2,6,4
95,49,2,1,0,5,3
96,3,0,4,6,3,1
96,3,1,0,0,8,5
96,9,2,5,2,4,3
96,11,1,-4,-5,5,2
96,14,0,-4,-3,6,4
96,19,0,1,0,7,5
96,30,0,6,5,2,1
96,30,1,4,2,4,3
96,32,2,4,5,2,1
96,34,0,-4,-3,4,2
